section_id,C01-S01,C01-S02,C02-S01,C02-S02,C03-S01,C03-S02,C03-S03,C03-S04,C04-S01,C04-S02,C04-S03,C05-S01,C05-S02,C05-S03,C05-S04,C05-S05,C05-S06,C05-S07,C06-S01,C06-S02,C06-S03,C06-S04,C06-S05,C06-S06,C06-S07
C01,0.06506457911298033,0.05277647236769996,0.02578698778630075,0.048057535374971545,0.0,0.01126001741154509,0.027864745356192412,0.035758911854569864,0.008761934008283796,0.037338180945552114,0.015634571612297525,0.05806565736613714,0.005112234707098852,0.0,0.01691371626694489,0.007379875429117472,0.013440385628937292,0.007943985757636458,0.01633371957582032,0.01486416384231595,0.017039117651570828,0.0186410803982453,0.012547570371454196,0.0529477251312628,0.022452844010895184
C02-S01,0.07125192113900539,0.09978335828965426,0.038993637503352725,0.039602912523970094,0.011381409087983256,0.012252115936053153,0.07884265148009331,0.26058511361651404,0.018312515592842787,0.03688301105141545,0.038848512944875506,0.04218866766752513,0.018373701224255776,0.027759871732974364,0.019758070534615414,0.03165001120027366,0.05578185796813532,0.02437324171965501,0.031716279965122954,0.0579118870647794,0.07372667469751186,0.029215085576325642,0.04833279007788572,0.10595080874665318,0.046003842113782556
C02-S02,0.10020503090171423,0.18766581684763903,0.08621327918694954,0.05522288187772963,0.020343429082835915,0.02246247350965856,0.10416636228797586,0.10688388683834824,0.05512354429145095,0.0442202227978257,0.04800479166924708,0.11463687181322858,0.05606569486205817,0.008047347968934174,0.03586748754870228,0.023820709411136474,0.05414934606219054,0.053663940387121724,0.043546623517671336,0.04876830345546784,0.08211501780022054,0.0954628196351421,0.08194862972362438,0.2076059760121727,0.13075420943219282
C02-S03,0.0967380161328503,0.20819021655775533,0.11738700167551606,0.058299761680730075,0.003763246035087789,0.03186856148122115,0.0630320010455951,0.17061370726615932,0.057109916591680215,0.08231638237312017,0.13270271082709703,0.09402876013130028,0.031088489600073918,0.08038161572212833,0.051849215720188364,0.08983915302891003,0.03662855158066552,0.02956870279852082,0.03854027643654303,0.028519448929360126,0.019909923961817108,0.020187679951098964,0.0851272591732823,0.22943722130312327,0.055468223844395
C03,0.1280642904565156,0.07564770861332516,0.14365565805765973,0.07949640481979452,0.05815842862837808,0.05777073722674168,0.19060461191706618,0.5331659215305963,0.15163441673832873,0.12871501699141424,0.12602968869442477,0.11867643034301056,0.05968202468395816,0.17355628871231185,0.10791686484294886,0.024973922448020294,0.12665081588032123,0.10956679944253307,0.09311017258600435,0.0899270129868883,0.06874927782193846,0.05647926271746701,0.06651256655288412,0.11775955417472105,0.11115943417502308
C04,0.07431809626453989,0.14421504143033975,0.08282326619627149,0.07434955602316183,0.03325265442114617,0.04116012774263701,0.12186821532530949,0.30170090313205433,0.3927032146435877,0.056855437235814085,0.1126830310213935,0.03926478443727515,0.07850775244822092,0.11838327585305786,0.08579615749100811,0.02523639813916974,0.1379701939563429,0.07890674162703899,0.05415279809171606,0.08374223138264347,0.20392273924275875,0.06885877057442015,0.11750322731409707,0.13724416653631843,0.12092984526205733
C05,0.12348873480558228,0.09587481482067514,0.04250975713878384,0.02870398455458136,0.027087253092302466,0.024916984132531298,0.20875372258557892,0.45943166470161056,0.41886880031049023,0.13496826918921095,0.08977068851056552,0.058117403129941445,0.121360088432754,0.14386029233112652,0.0712656884481348,0.03969982396500719,0.2807437537227269,0.058391374243940745,0.04809984733506317,0.09043686074465948,0.2249483683485283,0.12122245711687848,0.12836306914780965,0.10806328547591944,0.3234500214706289
C06,0.11440839658083192,0.12508767746401628,0.1536340722013092,0.10299922849867602,0.05551195717709345,0.055141907487080574,0.1997185227881443,0.48532412603986436,0.29579274476045353,0.07789120915339175,0.14208685842706328,0.10036686605430138,0.07982180896154731,0.07743956779263154,0.10988152179321542,0.10503229995783626,0.29127914392620113,0.06387478967516538,0.06059123395433596,0.0979338204595682,0.2315645374548855,0.09176856307106672,0.10137068295020729,0.20884684590808086,0.24763310231735264
C07,0.05869222617977985,0.14746006872415673,0.07712360137707379,0.019117357886487975,0.04111242730789595,0.026654118448285836,0.15932765115729286,0.6347553723647748,0.17874728926634983,0.14216495825184183,0.21252544574038246,0.10359046668160768,0.07483919524917973,0.05248354323808021,0.09158343818936054,0.08498496724817133,0.26222871237294787,0.12952538496370652,0.04509003709244719,0.183514222984574,0.24150972551167857,0.0774572306257123,0.12228339326064423,0.11888630686011749,0.2495508353777054
C08,0.24223582450459052,0.12696511880705708,0.054424608643283384,0.037626336996422115,0.022186731824024523,0.02203883227856827,0.1600778757599806,0.3487420031829175,0.10777777891134796,0.08010465766686804,0.09743468948120058,0.05691438149992117,0.033413942490659,0.04853896347485924,0.05031751383266208,0.06490391718884243,0.2051523735478806,0.04659769276782111,0.08637441900911084,0.0955932658105506,0.09217601058270766,0.06533760483942165,0.08632561980331824,0.0787353421611055,0.1167739161042327
C09,0.1186633362968996,0.07494616880454566,0.048611737804465004,0.06960774470622366,0.011150882590822024,0.03130996181981021,0.0992049254309004,0.5307030599943878,0.09790265669711908,0.4195235698723335,0.16415754987804512,0.15536782952102063,0.03346122719117653,0.02302481607771344,0.2794953368610172,0.07374981044449255,0.13320309333963468,0.22923912928553758,0.06622492151612358,0.09529718684371315,0.0744081020361883,0.06722102579143736,0.27741825555647676,0.1660890839697404,0.1164122347646473
C10,0.07532009801234672,0.08845419638884983,0.05226232073899641,0.054162531057451405,0.011849388365585219,0.03339457644870265,0.044135103635729776,0.09056305271958018,0.04799607669794494,0.0543206473171547,0.05383190223219272,0.044172245403981174,0.013033021111970883,0.034740933706461516,0.02499387747870786,0.03819730189320934,0.057524729177204276,0.05591666606599754,0.03128444978109786,0.023420316749477872,0.10001088058129726,0.02995127195643596,0.059739961513636704,0.07935449007547084,0.09663830147089554
C11,0.08931076917062752,0.057161360646754276,0.09224188542680722,0.02810770501167741,0.03269007251758122,0.03943051044780206,0.1532453253361004,0.19074444928757595,0.0593924724624178,0.03286349522747693,0.03848527677440938,0.11617420996833275,0.027829743917787277,0.19146001276482724,0.057285004678142175,0.05270650470720822,0.16549413898237972,0.11225350485889755,0.0607065628204865,0.029585058663303642,0.04708148660322607,0.025139738937648738,0.064327161978219,0.11533771140052053,0.08350804012283251
C12,0.06827331743255854,0.1555035324473766,0.05519473752496713,0.03068227506120312,0.026135504414620526,0.03459499398092524,0.14775140829054606,0.15848058483087551,0.08552390059308661,0.0956779806292848,0.07315582395718954,0.06184713364036225,0.010085332583944579,0.02085516437759417,0.1099481619881347,0.15705698280888836,0.3088983862029786,0.04722926522921703,0.03431169342258478,0.09512802307779088,0.03685668975518747,0.06517666162723124,0.16869995736348262,0.1137333155044889,0.13892723641952934
C13,0.08787109530567241,0.08431082548585228,0.07958620531330404,0.08398078786818718,0.028981138778782427,0.028787946861821265,0.20263541831127418,0.20979318171688585,0.15681614400758603,0.09299182766065084,0.05293837889598033,0.09627646087439808,0.09547666810389811,0.022707174066732984,0.055851347722145096,0.05424377151191057,0.08457359979015242,0.044711068129469,0.0544996432567141,0.11619552910839535,0.05012594023280092,0.06558828834075033,0.16747243841789533,0.17749647422911966,0.0548215459599834
C14-S01,0.09298441725483014,0.14422571974892068,0.028917783090766508,0.0497004610842613,0.04268595855058689,0.008494297381117242,0.2145005960719087,0.19292356817312883,0.22075564594872052,0.05150083701814239,0.06522161651836109,0.1290200838258584,0.03642120632259023,0.027872342105691797,0.09772057715828902,0.020423872889331014,0.060288090629118184,0.051872666262102074,0.029849397178728077,0.048903847695204734,0.04396312992545831,0.10089278654101909,0.03953112524458349,0.6791537523541349,0.11930439354699145
C14-S02,0.06749652584855986,0.045297490122117035,0.023975628737829196,0.06089760318362547,0.0,0.006943242154286813,0.272027766113878,0.05096004715202811,0.07481279063906318,0.05538931295754776,0.030957365791666552,0.026054946042001023,0.02627260929184882,0.0,0.03283454226101147,0.0,0.08994689279593825,0.007451919114311981,0.0,0.014446085636450858,0.026099952088453705,0.027534650494841103,0.055385906057670416,0.18517514597656218,0.04276736360388083
C14-S03,0.037041053906035314,0.02777163228622184,0.046834711411485326,0.014556122336219184,0.012929540230057964,0.012912864706309818,0.17806943522982294,0.28320838390961584,0.04791399528936995,0.03682478972741906,0.046488340220559414,0.03248996420104696,0.026462037006704277,0.04545189738503497,0.02851983972296842,0.05164696794671059,0.1681712877936697,0.0406461738959655,0.018674883424100765,0.05063306126188752,0.08972821416640975,0.014342331402152495,0.11623252995314948,0.28887410410129477,0.12091527707631793
C14-S04,0.051769434591866254,0.031403928966420684,0.04843850136469259,0.013364153583979145,0.0,0.0076022818088910225,0.04198739559048356,0.06924139856332025,0.06747199101369414,0.1465874861194816,0.07578549992570868,0.02643919986727743,0.08809977713929994,0.007089166293505646,0.06257888560692186,0.03817218428806139,0.025918625634003933,0.05150011489214516,0.023528839016834353,0.049009151056786715,0.02272784867422942,0.09071287902289758,0.04823006905521097,0.03946539782609752,0.03724183726048891
C14-S05,0.11715438243327392,0.11799643085539592,0.03158857458365791,0.02702487292431361,0.04058514930686909,0.024106630512898526,0.13586285878178592,0.07206419490652372,0.044296623045829986,0.03668104688419612,0.044295632408510664,0.05493318378903887,0.008479083820258554,0.045225394420833856,0.013845362646727814,0.01611128689137264,0.15046176231903852,0.037645338620016906,0.07536890326416042,0.02298880500644575,0.01610735928960219,0.017202481257571046,0.0454973140386575,0.2519219342128568,0.060322863554188894
C14-S06,0.10459307103213282,0.1426757142758821,0.056128273370108596,0.007007618694463091,0.015662747564876945,0.008387447826805727,0.23470160441804477,0.1652175695979366,0.1679075437855195,0.0441028144594804,0.10557899570172954,0.07908706965268504,0.030910609981264468,0.008214594846612668,0.12921072698507868,0.0384013817381856,0.060960074313240534,0.07633055242977493,0.1160407359674929,0.028881112448407468,0.08964908965759112,0.04100225227630389,0.09359450373856686,0.22673511877868022,0.17013805394295548
C15-S01,0.027101720160635518,0.022489922246732588,0.006438367243813344,0.010213747933839829,0.0,0.005337468183561966,0.03602048751803427,0.04263174874694431,0.01272363756441957,0.014792981707278318,0.016454570956970078,0.015085365012071,0.005329853438854896,0.004069483751899091,0.021376950480752152,0.011357833025787368,0.040212612564503356,0.03552579272065511,0.02044281841326405,0.027868715562911275,0.028274206279491964,0.02004873847528925,0.019205692314336345,0.09990678492266467,0.021903510907426142
C15-S02,0.0937454700979337,0.08407784564117952,0.03548677581074732,0.039273165321943006,0.00867940401117193,0.025781180933973705,0.05152179155105162,0.15826543757717898,0.057128676270627954,0.06407977577745812,0.04034303787561086,0.05729557355510814,0.07407835680932123,0.05414445513947861,0.06312887593072493,0.013382606513444893,0.057046869235587896,0.10464136692986555,0.06021440477017815,0.08676113556185819,0.055522093657353895,0.05272266107996311,0.068523111648413,0.295606853765836,0.06451688045186639
C15-S03,0.1737268306896164,0.08247240201248926,0.03164235813580041,0.09643674043676494,0.0,0.021616779340078836,0.10016450028916601,0.2334764962954923,0.04271027169331703,0.02465450380684593,0.02236198588676986,0.215251436617836,0.04116160402491968,0.012356127131835253,0.06269974181209463,0.0141310901937284,0.05287850890723088,0.058717391883430184,0.03378809839408681,0.04868426079001321,0.032934202337341484,0.03977596689188475,0.04793659363658939,0.4392302053671562,0.07509305454570812
C15-S04,0.05159886361405605,0.046589932901617885,0.03446629947168544,0.012723360762626127,0.0,0.018580134615572032,0.20479494857127362,0.13465915717564014,0.1383802691624835,0.03367752755059619,0.07798924561801848,0.043010973300045045,0.01841388965182905,0.016212690021724922,0.13265324743348236,0.02399199921558318,0.03990862513286143,0.028660302623600326,0.03137692225062865,0.06252292970221188,0.04782154917700701,0.024060820436923536,0.05056789789546712,0.5723218154634967,0.1008306452858044
C15-S05,0.05740400935705678,0.038590881314644,0.0601140919862338,0.020386075103329265,0.0,0.00236275749057107,0.1646587623361645,0.16963405182992014,0.05957058981801424,0.054158771710517806,0.03403440146898746,0.022685272915426276,0.0329065662224654,0.009373992035573805,0.04645738460106213,0.011159160369692073,0.16019222559495314,0.06531151653068314,0.14311147471710822,0.06389514687627512,0.05487340241598049,0.10304493418736085,0.168006505979166,0.22243615430167551,0.034180696021370666
C16,0.05960900975974295,0.05884549471327531,0.039822805080996865,0.05062744312708578,0.05312511053943294,0.054999808197923696,0.0578392818591538,0.10624353104074184,0.039300662665106435,0.06287990856648194,0.03968414895862547,0.02694109470821394,0.016605474214514016,0.04479806414210627,0.01367933514178143,0.014102858676495807,0.045535344214245724,0.03301602285933218,0.010332260987899366,0.008706981178705641,0.022484765407581098,0.03329850065226633,0.027858730875048948,0.25447870666033356,0.0236556274611559
C17,0.15218862020671733,0.09368098882742083,0.035634172521935674,0.0888654278383737,0.06423079869171858,0.021682429432458555,0.08390624482525656,0.3892774592345396,0.1017552691412916,0.04943811845860427,0.037445936600446636,0.19525444513298218,0.04202360886457366,0.05293641013245637,0.056874897049989576,0.0320719125721272,0.046944625923710764,0.06098043097422458,0.04643479713052258,0.03153685884798984,0.020264397309673925,0.07200111842747214,0.05801388027148475,0.33233790523871876,0.07396571473328287
C18,0.1929541981580531,0.08225912390777901,0.05866844542779838,0.09877777713782548,0.022784854341948692,0.06705423445409114,0.11081979676407216,0.17357040881736183,0.17208542349225595,0.11766935887758348,0.25261366142031993,0.15511390621693008,0.0402613798186135,0.06668060434882742,0.07133908242122426,0.058261861587516416,0.14353179162847163,0.062664833528562,0.037099510324516624,0.037301084371906705,0.04785426658421499,0.051459714470287965,0.16513532484738128,0.23990560797974456,0.13442330931754387
C19,0.09607198064770603,0.06736146781124303,0.07053635786211614,0.04404310555667272,0.005686687962661717,0.019122542362179716,0.06903695908162709,0.08597167225392156,0.06391699568093244,0.13820057668454216,0.06643339012022417,0.07018492679737552,0.04165096669039211,0.008259941004683611,0.052900077725852354,0.018410691466892136,0.05113054023435954,0.033035348353401855,0.03258412781290465,0.025800746228477254,0.03432577531806231,0.03362906522514674,0.21778463652513513,0.07049552569268415,0.058292448816659036
C20,0.1488454248097695,0.0823712639131704,0.04784940602136932,0.0905475192660783,0.029593375451567455,0.02135057247014685,0.1368672883219903,0.09190052726220171,0.1173591247960222,0.06449933706861866,0.09318937135003255,0.18285125238233416,0.03649632518790516,0.010711148471686778,0.07796752668786715,0.030968560142050242,0.11239445877029632,0.04313891759538093,0.03510445899606932,0.026909900559124622,0.030129114717911902,0.06457577138217342,0.05016332336743504,0.1633407548464776,0.025631052577039598
C21-S01,0.04808743068726617,0.04872783072800125,0.02312042585867554,0.0427104683796071,0.012337497174283245,0.006938940483465752,0.061996979516882836,0.06335625726588473,0.07767587787925812,0.016309142195905985,0.014089414992815229,0.049514069438656216,0.011249010776969822,0.0027799191328464006,0.039822785424077495,0.020762130383428338,0.0358646245169409,0.01890311188565305,0.02524022727011045,0.009238705292354262,0.010713854035304593,0.02907589106420423,0.014904220432255342,0.15207656794283955,0.028288847625444848
C21-S02,0.03130950908995331,0.022949103826225285,0.006712769818977386,0.013611101249688153,0.004099001003911361,0.014754955560923558,0.023784915450711413,0.08291426122123155,0.019497725620149415,0.030697150387554214,0.027534358925906915,0.01917561188954914,0.006866295969569379,0.0064950189484425875,0.014946746920805018,0.011294313424562198,0.013085926852472365,0.013265716357915963,0.034733152834286816,0.01620335141463491,0.020525235810212615,0.02621451985322605,0.025046656577146772,0.17319510557215667,0.025520934786493712
C21-S03,0.16490384127232363,0.11085958792587401,0.0395863113245066,0.0982981589195494,0.0,0.01835419519930113,0.10456559602711787,0.09960056378741856,0.03834003389978155,0.062484921399390464,0.037231066312471084,0.18276389939776055,0.03810337350000605,0.00908222004131048,0.05323657525759667,0.002337993947289744,0.020470467525520914,0.02016860148029837,0.03266625575780993,0.01983342521838037,0.013017449003898228,0.05639889199681293,0.03718728104598279,0.17401795317746513,0.0909933227209587
C21-S04,0.06455374834404275,0.04364388180734294,0.020315099846314865,0.028957686805180443,0.03504810358448453,0.01447112948251738,0.05122032678722356,0.0699824261785253,0.029555650627407632,0.01920462096551068,0.02985519490008501,0.08772791620369443,0.023189886853882475,0.03192089987555371,0.03524762607949974,0.01578393760811173,0.03346248509131133,0.06995993292975033,0.02334656561554378,0.0,0.02239172003266439,0.00851026586723065,0.043391312797356925,0.17535851237014954,0.0191209011709675
C22,0.24175887609749938,0.37984582903953323,0.08959695989506965,0.1452997223834324,0.06072368639011918,0.026360774207098397,0.3150072180396751,0.21285743129837914,0.1017390542175404,0.07972940983369602,0.2187078629739638,0.2624902826257759,0.06535887658399657,0.09145129501467672,0.09807850959385828,0.10776066571742118,0.13046492479542565,0.07712876372036143,0.11145891679292626,0.08688521146774963,0.17616402136924925,0.15064413604543572,0.06865472152604579,0.1835595322307736,0.12404247802534418
C23,0.16612281688564612,0.08955054078695648,0.05480530857871762,0.08685583627610453,0.0478077237388314,0.06451059827859706,0.1295193267428585,0.12191495907572891,0.07018498679824145,0.10113447685071295,0.13602109494797598,0.18206783704067608,0.08487597882432392,0.024599991822254638,0.13090921934123426,0.034380427337120864,0.08053917538230365,0.06782819510884966,0.05115553841908465,0.030186709218954066,0.03337679288920377,0.06571030681358382,0.06564221506346475,0.3313363436816733,0.07125925604463584
C24,0.11731508731079869,0.16956580394235485,0.04508827018407425,0.07707990129442008,0.037090867139674806,0.027097791296984152,0.09669219033898699,0.11121384507469156,0.07825024438513314,0.07764307727388794,0.22526515197656,0.13157401638427899,0.03283355567592866,0.01707448746235027,0.047660980337991654,0.019835858183539917,0.08720955400620725,0.10192736363537235,0.03207295633242629,0.022905712354874173,0.0854123070182454,0.047824858782800815,0.06285992394294317,0.17327128550182663,0.120392816402934
C25,0.15191755483220237,0.11893153032994785,0.02631944909072876,0.08170803067871742,0.008440319785256604,0.033262539454551925,0.10688309420405014,0.09508807500618541,0.034401881092161135,0.05994653227400788,0.05742006933139991,0.16466930626812426,0.07904078299645333,0.008678469145904154,0.04384485084127282,0.07109813340225161,0.08567590592031332,0.026276408848146908,0.026290224514851114,0.02394446004513938,0.03316809575285046,0.06690394475265102,0.06526680660905404,0.09415043078595184,0.04259632996797599
C26,0.07089311823445676,0.06747377901523675,0.0335174025161791,0.059993736329975164,0.047308821290524654,0.04699345473629592,0.10769658741769253,0.2630832591453844,0.10541113461576804,0.06834306676292703,0.04453727692472332,0.08061228995013851,0.09702134673166941,0.032475575342481244,0.06608794596183423,0.03921829110043995,0.04919310373060304,0.025854615315451128,0.038082853529120435,0.035704936138644616,0.064570697498316,0.042589439868298114,0.06682465935357385,0.2549003277742219,0.04696716675724549
C27,0.07498566018621788,0.08943891354590204,0.2226930169932405,0.03986877341168526,0.01828219845114608,0.04445809765857766,0.18641846240337168,0.2988478088127464,0.2795292235668258,0.03604693070367872,0.03471475963583153,0.08898901719602874,0.06127950787770609,0.06675713716174375,0.10619474251840484,0.06686073473873023,0.057710869223439126,0.1251076441645263,0.05761763824945394,0.021415098620801935,0.04641320467432921,0.03929862126394216,0.061041935777582094,0.3229432562962249,0.039180103561379374
C28,0.07994586752143552,0.04079371204810283,0.09222520872011797,0.04296148294024726,0.02236540939109997,0.03344103108371704,0.04841165193838799,0.23014698222217814,0.12828610693398873,0.07016467564816202,0.07724225379606908,0.03347434706052549,0.02412256639712505,0.02903897235322035,0.043231475796169025,0.015270378274926364,0.04385271436331688,0.09361959641390397,0.07473143422578196,0.01811207448829636,0.06002149195943777,0.10048196040355611,0.08575128339963163,0.0907404926838849,0.061736420508259816
C29,0.03771706444986715,0.04415905005167158,0.10232318095401656,0.03148631228480053,0.008893608962278556,0.009501216384262521,0.036846852181490024,0.14235275680991122,0.04086749477268885,0.029353877561861256,0.0398809111771001,0.05032068390725713,0.040514635156515225,0.01497540231482545,0.035104737673883404,0.015351805839608105,0.022982654637436806,0.05997827695393478,0.07314724079879148,0.03197199032028973,0.024834374655085718,0.0319298393634843,0.0540040046982505,0.06463414550144585,0.03553035654783015
